"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"estrogen","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Thu Sep 03 14:11:39 2020"
"estrogen","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Thu Sep 03 14:11:50 2020"
"testosterone","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Thu Sep 03 14:11:39 2020"
"testosterone","CYP19A1","ENSG00000137869","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and catalyzes the last steps of estrogen biosynthesis. Mutations in this gene can result in either increased or decreased aromatase activity; the associated phenotypes suggest that estrogen functions both as a sex steroid hormone and in growth or differentiation. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016]","                                            CYP19A1 (Cytochrome P450 Family 19 Subfamily A Member 1) is a Protein Coding gene.                                            Diseases associated with CYP19A1 include Aromatase Deficiency and Aromatase Excess Syndrome.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Androstenedione and testosterone biosynthesis and metabolism p.1.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and electron transfer activity.                                            An important paralog of this gene is CYP4F3.","A cytochrome P450 monooxygenase that catalyzes the conversion of C19 androgens, androst-4-ene-3,17-dione (androstenedione) and testosterone to the C18 estrogens, estrone and estradiol, respectively (PubMed:27702664, PubMed:2848247). Catalyzes three successive oxidations of C19 androgens: two conventional oxidations at C19 yielding 19-hydroxy and 19-oxo/19-aldehyde derivatives, followed by a third oxidative aromatization step that involves C1-beta hydrogen abstraction combined with cleavage of the C10-C19 bond to yield a phenolic A ring and formic acid (PubMed:20385561). Alternatively, the third oxidative reaction yields a 19-norsteroid and formic acid. Converts dihydrotestosterone to delta1,10-dehydro 19-nordihydrotestosterone and may play a role in homeostasis of this potent androgen (PubMed:22773874). Also displays 2-hydroxylase activity toward estrone (PubMed:22773874). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase) (PubMed:20385561, PubMed:22773874).
                         CP19A_HUMAN,P11511
                         ","Thu Sep 03 14:11:50 2020"
"vitamin-d","CYP27B1","ENSG00000111012","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. The protein encoded by this gene localizes to the inner mitochondrial membrane where it hydroxylates 25-hydroxyvitamin D3 at the 1alpha position. This reaction synthesizes 1alpha,25-dihydroxyvitamin D3, the active form of vitamin D3, which binds to the vitamin D receptor and regulates calcium metabolism. Thus this enzyme regulates the level of biologically active vitamin D and plays an important role in calcium homeostasis. Mutations in this gene can result in vitamin D-dependent rickets type I. [provided by RefSeq, Jul 2008]","                                            CYP27B1 (Cytochrome P450 Family 27 Subfamily B Member 1) is a Protein Coding gene.                                            Diseases associated with CYP27B1 include Vitamin D Hydroxylation-Deficient Rickets, Type 1A and Hypocalcemic Vitamin D-Dependent Rickets.                                            Among its related pathways are Cytochrome P450 - arranged by substrate type and Tuberculosis.                                            Gene Ontology (GO) annotations related to this gene include iron ion binding and oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.                                            An important paralog of this gene is CYP27A1.","A cytochrome P450 monooxygenase involved in vitamin D metabolism and in calcium and phosphorus homeostasis. Catalyzes the rate-limiting step in the activation of vitamin D in the kidney, namely the hydroxylation of 25-hydroxyvitamin D3/calcidiol at the C1alpha-position to form the hormonally active form of vitamin D3, 1alpha,25-dihydroxyvitamin D3/calcitriol that acts via the vitamin D receptor (VDR) (PubMed:10518789, PubMed:9486994, PubMed:22862690, PubMed:10566658, PubMed:12050193). Has 1alpha-hydroxylase activity on vitamin D intermediates of the CYP24A1-mediated inactivation pathway (PubMed:10518789, PubMed:22862690). Converts 24R,25-dihydroxyvitamin D3/secalciferol to 1-alpha,24,25-trihydroxyvitamin D3, an active ligand of VDR. Also active on 25-hydroxyvitamin D2 (PubMed:10518789). Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via FDXR/adrenodoxin reductase and FDX1/adrenodoxin (PubMed:22862690).
                         CP27B_HUMAN,O15528
                         ","Thu Sep 03 14:11:09 2020"
"adrenaline","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Thu Sep 03 14:12:21 2020"
"adrenaline","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Thu Sep 03 14:11:33 2020"
"dopamine","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Thu Sep 03 14:12:21 2020"
"dopamine","DBH","ENSG00000123454","The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. The encoded protein, expressed in neuroscretory vesicles and chromaffin granules of the adrenal medulla, catalyzes the conversion of dopamine to norepinephrine, which functions as both a hormone and as the main neurotransmitter of the sympathetic nervous system. The enzyme encoded by this gene exists exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide. Mutations in this gene cause dopamine beta-hydroxylate deficiency in human patients, characterized by deficits in autonomic and cardiovascular function, including hypotension and ptosis. Polymorphisms in this gene may play a role in a variety of psychiatric disorders. [provided by RefSeq, Aug 2017]","                                            DBH (Dopamine Beta-Hydroxylase) is a Protein Coding gene.                                            Diseases associated with DBH include Orthostatic Hypotension 1 and Pure Autonomic Failure.                                            Among its related pathways are Neuroscience and Monoamine Transport.                                            Gene Ontology (GO) annotations related to this gene include copper ion binding and L-ascorbic acid binding.                                            An important paralog of this gene is MOXD1.","Conversion of dopamine to noradrenaline.
                         DOPO_HUMAN,P09172
                         ","Thu Sep 03 14:11:33 2020"
"dopamine","DRD2","ENSG00000149295","This gene encodes the D2 subtype of the dopamine receptor. This G-protein coupled receptor inhibits adenylyl cyclase activity. A missense mutation in this gene causes myoclonus dystonia; other mutations have been associated with schizophrenia. Alternative splicing of this gene results in two transcript variants encoding different isoforms. A third variant has been described, but it has not been determined whether this form is normal or due to aberrant splicing. [provided by RefSeq, Jul 2008]","                                            DRD2 (Dopamine Receptor D2) is a Protein Coding gene.                                            Diseases associated with DRD2 include Cocaine Dependence and Substance Dependence.                                            Among its related pathways are Signaling by GPCR and Ras signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and identical protein binding.                                            An important paralog of this gene is ADRA2A.","Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase.
                         DRD2_HUMAN,P14416
                         ","Thu Sep 03 14:11:35 2020"
"estrogen","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Thu Sep 03 14:11:36 2020"
"estrogen","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Thu Sep 03 14:11:41 2020"
"progesterone","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Thu Sep 03 14:11:36 2020"
"progesterone","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Thu Sep 03 14:11:41 2020"
"estrogen","ESR2","ENSG00000140009","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","                                            ESR2 (Estrogen Receptor 2) is a Protein Coding gene.                                            Diseases associated with ESR2 include Ovarian Dysgenesis 8 and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Chks in Checkpoint Regulation and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is ESR1.","Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.
                         ESR2_HUMAN,Q92731
                         ","Thu Sep 03 14:11:37 2020"
"glucose","G6PC","ENSG00000131482","Glucose-6-phosphatase (G6Pase) is a multi-subunit integral membrane protein of the endoplasmic reticulum that is composed of a catalytic subunit and transporters for G6P, inorganic phosphate, and glucose. This gene (G6PC) is one of the three glucose-6-phosphatase catalytic-subunit-encoding genes in human: G6PC, G6PC2 and G6PC3. Glucose-6-phosphatase catalyzes the hydrolysis of D-glucose 6-phosphate to D-glucose and orthophosphate and is a key enzyme in glucose homeostasis, functioning in gluconeogenesis and glycogenolysis. Mutations in this gene cause glycogen storage disease type I (GSD1). This disease, also known as von Gierke disease, is a metabolic disorder characterized by severe hypoglycemia associated with the accumulation of glycogen and fat in the liver and kidneys.[provided by RefSeq, Feb 2011]","                                            G6PC (Glucose-6-Phosphatase Catalytic Subunit) is a Protein Coding gene.                                            Diseases associated with G6PC include Glycogen Storage Disease Ia and Hypoglycemia.                                            Among its related pathways are Glucose metabolism and Galactose metabolism.                                            Gene Ontology (GO) annotations related to this gene include phosphotransferase activity, alcohol group as acceptor and glucose-6-phosphatase activity.                                            An important paralog of this gene is G6PC2.","Hydrolyzes glucose-6-phosphate to glucose in the endoplasmic reticulum. Forms with the glucose-6-phosphate transporter (SLC37A4/G6PT) the complex responsible for glucose production through glycogenolysis and gluconeogenesis. Hence, it is the key enzyme in homeostatic regulation of blood glucose levels.
                         G6PC_HUMAN,P35575
                         ","Thu Sep 03 14:11:22 2020"
